"ID","wf1_group","wf2_group","r_corr","pra_linear","mandel_p_val","concavity","r2_linear","r2_adj_linear","mandel_stats"
"Limit Of Detection 016","Poor Linearity","LOD",0.908414,75.8100426089429,0.00225848840707713,93.3256397004486,0.825215,0.790258,48.2259379839003
"Limit Of Detection 017","Good Linearity","Good Linearity",0.940191,82.0594768327502,0.00365254821668745,248.157055010887,0.883959,0.860751,37.218074147556
"Limit Of Detection 018","Poor Linearity","LOD",0.868292,73.128502745911,0.0180401761926259,1619.98097556953,0.753932,0.704718,14.953323106469
"Limit Of Detection 019","Poor Linearity","LOD",0.860441,72.51091791544,0.0231381717035932,832.593842533193,0.740358,0.68843,12.8266192131451
"Limit Of Detection 020","Good Linearity","Good Linearity",0.931286,81.0910606047508,0.000196372215039594,775.331654784033,0.867295,0.840753,171.46912969284
"Limit Of Detection 021","Poor Linearity","LOD",0.906786,75.9569948125436,0.00240117922885011,251.184751078305,0.82226,0.786712,46.6715473524673
"Limit Of Detection 022","Poor Linearity","LOD",0.898062,75.3285540184529,0.00136931374805239,90.8896720451003,0.806516,0.767819,62.8743731721994
"Limit Of Detection 023","Poor Linearity","LOD",0.887361,74.6071570151566,0.0163033379511622,273.113340141365,0.78741,0.744892,15.8975211732822
"Limit Of Detection 024","Poor Linearity","LOD",0.873375,71.8449507397033,0.0078695416442881,510.823049429935,0.762783,0.71534,24.3106841362644
"Limit Of Detection 025","Poor Linearity","LOD",0.864398,72.2187064823656,0.0201794016086595,1573.09038037532,0.747183,0.69662,13.9627062880659
"Limit Of Detection 026","Poor Linearity","LOD",0.901367,76.1015603945876,0.00264064160003606,1017.92868826241,0.812463,0.774956,44.3520250672362
"Limit Of Detection 027","Poor Linearity","LOD",0.838539,70.4967228249098,0.0321922544518371,1944.04523119803,0.703148,0.643777,10.3869715310144
"Limit Of Detection 028","Poor Linearity","LOD",0.858232,69.8142682849661,0.00638500226077319,1488.16951017493,0.736562,0.683874,27.3497384753857
